Year,Region,Median Rent,Geometric Mean Rent,Upper Quartile Rent,Lower Quartile Rent,Log Std Dev Weekly Rent,Total Sentences
1993,ALL,138.96791443850267,136.06951871657753,166.0427807486631,115.07486631016043,0.3114973262032086,78679.0
1993,Auckland Region,138.96791443850267,136.06951871657753,166.0427807486631,115.07486631016043,0.3114973262032086,8374.0
1993,Bay of Plenty Region,138.96791443850267,136.06951871657753,166.0427807486631,115.07486631016043,0.3114973262032086,4522.5
1993,Canterbury Region,138.96791443850267,136.06951871657753,166.0427807486631,115.07486631016043,0.3114973262032086,8032.0
1993,Gisborne Region,138.96791443850267,136.06951871657753,166.0427807486631,115.07486631016043,0.3114973262032086,5444.0
1993,Manawatu-Wanganui Region,138.96791443850267,136.06951871657753,166.0427807486631,115.07486631016043,0.3114973262032086,3883.0
1993,Marlborough Region,138.96791443850267,136.06951871657753,166.0427807486631,115.07486631016043,0.3114973262032086,2775.0
1993,Northland Region,138.96791443850267,136.06951871657753,166.0427807486631,115.07486631016043,0.3114973262032086,2684.0
1993,Otago Region,138.96791443850267,136.06951871657753,166.0427807486631,115.07486631016043,0.3114973262032086,3863.0
1993,Southland Region,138.96791443850267,136.06951871657753,166.0427807486631,115.07486631016043,0.3114973262032086,2544.0
1993,Taranaki Region,138.96791443850267,136.06951871657753,166.0427807486631,115.07486631016043,0.3114973262032086,3435.0
1993,Waikato Region,138.96791443850267,136.06951871657753,166.0427807486631,115.07486631016043,0.3114973262032086,6205.0
1993,Wellington Region,138.96791443850267,136.06951871657753,166.0427807486631,115.07486631016043,0.3114973262032086,4234.0
1994,ALL,144.3627450980392,141.90686274509804,172.91666666666669,119.74509803921569,0.3137745098039216,80161.0
